page_number,page_size,cold_cache_time_ms,warm_cache_time_ms
1519,5,12,4
1520,5,12,4
1521,5,12,4
1522,5,13,4
1523,5,12,4
1524,5,12,4
1525,5,12,4
1526,5,12,4
1527,5,12,5
1528,5,12,3
1529,5,12,3
1530,5,13,3
1531,5,12,3
1532,5,12,4
1533,5,12,3
1534,5,13,4
1535,5,12,3
1536,5,12,5
1537,5,13,3
1538,5,12,3
1539,5,13,3
1540,5,13,4
1541,5,13,3
1542,5,13,3
1543,5,12,3
1544,5,12,3
1545,5,12,4
1546,5,12,2
1547,5,11,4
1548,5,13,4
1549,5,12,3
1550,5,11,4
1551,5,12,4
1552,5,11,4
1553,5,12,3
1554,5,12,5
1555,5,14,3
1556,5,13,4
1557,5,11,4
1558,5,11,4
1559,5,15,4
1560,5,15,6
1561,5,13,4
1562,5,12,3
1563,5,14,3
1564,5,11,4
1565,5,12,3
1566,5,12,5
1567,5,13,4
1568,5,12,4
1569,5,12,4
1570,5,13,3
1571,5,11,3
1572,5,13,3
1573,5,14,3
1574,5,11,4
1575,5,12,4
1576,5,13,4
1577,5,11,3
1578,5,15,4
1579,5,13,3
1580,5,12,4
1581,5,10,4
1582,5,11,4
1583,5,12,3
1584,5,12,3
1585,5,14,3
1586,5,13,4
1587,5,11,4
1588,5,12,3
1589,5,12,4
1590,5,12,3
1591,5,13,3
1592,5,11,3
1593,5,13,3
1594,5,12,3
1595,5,12,4
1596,5,12,4
1597,5,11,5
1598,5,13,5
1599,5,12,4
1600,5,12,4
1601,5,12,3
1602,5,11,4
1603,5,13,3
1604,5,14,4
1605,5,12,3
1606,5,11,4
1607,5,13,3
1608,5,12,3
1609,5,12,3
1610,5,13,4
1611,5,13,3
1612,5,13,4
1613,5,13,3
1614,5,11,5
1615,5,13,4
1616,5,13,4
1617,5,12,4
1618,5,12,4
1619,5,12,4
1620,5,15,3
1621,5,15,4
1622,5,13,4
1623,5,12,4
1624,5,11,3
1625,5,12,3
1626,5,12,3
1627,5,13,3
1628,5,12,4
1629,5,13,4
1630,5,12,4
1631,5,12,4
1632,5,12,3
1633,5,12,3
1634,5,13,3
1635,5,12,4
1636,5,14,4
1637,5,13,3
1638,5,11,5
1639,5,13,3
1640,5,13,3
1641,5,12,3
1642,5,12,3
1643,5,13,3
1644,5,13,3
1645,5,12,4
1646,5,12,4
1647,5,12,4
1648,5,13,4
1649,5,13,3
1650,5,12,3
1651,5,13,3
1652,5,12,4
1653,5,11,5
1654,5,12,3
1655,5,12,3
1656,5,13,5
1657,5,12,3
1658,5,13,4
1659,5,13,4
1660,5,11,4
1661,5,12,3
1662,5,13,4
1663,5,12,3
1664,5,13,3
1665,5,13,3
1666,5,13,3
1667,5,12,3
1668,5,13,3
1669,5,11,4
1670,5,12,4
1671,5,12,3
1672,5,12,4
1673,5,12,4
1674,5,13,3
1675,5,12,3
1676,5,12,4
1677,5,12,5
1678,5,12,5
1679,5,12,4
1680,5,12,4
1681,5,12,3
1682,5,12,3
1683,5,13,4
1684,5,13,4
1685,5,13,4
1686,5,13,4
1687,5,12,4
1688,5,13,3
1689,5,12,4
1690,5,13,3
1691,5,12,4
1692,5,12,3
1693,5,13,3
1694,5,12,4
1695,5,11,3
1696,5,13,4
1697,5,12,4
1698,5,12,4
1699,5,12,5
1700,5,11,4
1701,5,12,4
1702,5,13,3
1703,5,12,4
1704,5,12,4
1705,5,12,4
1706,5,12,4
1707,5,13,2
1708,5,13,4
1709,5,13,4
1710,5,12,3
1711,5,12,4
1712,5,12,3
1713,5,11,4
1714,5,12,3
1715,5,13,3
1716,5,13,4
1717,5,12,3
1718,5,12,3
1719,5,12,4
1720,5,12,3
1721,5,15,3
1722,5,12,4
1723,5,12,4
1724,5,12,3
1725,5,12,3
1726,5,12,4
1727,5,13,3
1728,5,14,4
1729,5,12,5
1730,5,12,4
1731,5,12,4
1732,5,12,3
1733,5,13,4
1734,5,12,4
1735,5,13,3
1736,5,12,3
1737,5,13,4
1738,5,11,5
1739,5,12,5
1740,5,12,3
1741,5,12,3
1742,5,13,4
1743,5,12,3
1744,5,12,3
1745,5,13,10
1746,5,12,8
1747,5,11,2
1748,5,13,3
1749,5,11,4
1750,5,13,4
1751,5,12,5
1752,5,12,4
1753,5,12,4
1754,5,12,4
1755,5,12,4
1756,5,11,4
1757,5,12,4
1758,5,13,3
1759,5,12,3
1760,5,12,4
1761,5,12,3
1762,5,12,4
1763,5,12,7
1764,5,13,4
1765,5,12,3
1766,5,13,3
1767,5,18,5
1768,5,12,5
1769,5,12,4
1770,5,13,3
1771,5,13,3
1772,5,13,4
1773,5,13,3
1774,5,13,4
1775,5,13,4
1776,5,13,4
1777,5,12,5
1778,5,12,3
1779,5,12,3
1780,5,12,4
1781,5,12,4
1782,5,13,3
1783,5,13,4
1784,5,12,3
1785,5,12,3
1786,5,13,4
1787,5,12,3
1788,5,13,3
1789,5,12,4
1790,5,12,4
1791,5,11,3
1792,5,12,4
1793,5,12,5
1794,5,12,4
1795,5,12,4
1796,5,12,3
1797,5,12,4
1798,5,12,5
1799,5,12,4
1800,5,12,4
1801,5,12,3
1802,5,12,4
1803,5,11,5
1804,5,12,4
1805,5,11,5
1806,5,11,4
1807,5,13,4
1808,5,12,5
1809,5,11,4
1810,5,12,4
1811,5,12,3
1812,5,12,4
1813,5,12,4
1814,5,12,3
1815,5,14,4
1816,5,12,4
1817,5,12,4
1818,5,11,5
1819,5,11,5
1820,5,12,3
1821,5,12,4
1822,5,12,3
1823,5,11,3
1824,5,13,3
1825,5,12,4
1826,5,12,4
1827,5,12,3
1828,5,13,4
1829,5,12,4
1830,5,12,3
1831,5,13,4
1832,5,13,2
1833,5,13,3
1834,5,13,3
1835,5,12,4
1836,5,12,4
1837,5,13,4
1838,5,13,3
1839,5,12,3
1840,5,12,4
1841,5,11,4
1842,5,12,4
1843,5,12,3
1844,5,13,3
1845,5,13,4
1846,5,11,4
1847,5,12,4
1848,5,12,3
1849,5,11,5
1850,5,13,4
1851,5,14,3
1852,5,12,4
1853,5,12,4
1854,5,12,3
1855,5,13,4
1856,5,11,4
1857,5,12,4
1858,5,12,3
1859,5,11,4
1860,5,11,3
1861,5,12,2
1862,5,12,4
1863,5,14,4
1864,5,13,3
1865,5,12,4
1866,5,12,4
1867,5,13,3
1868,5,11,5
1869,5,13,3
1870,5,13,3
1871,5,11,3
1872,5,12,3
1873,5,13,4
1874,5,19,5
1875,5,14,3
1876,5,12,3
1877,5,12,4
1878,5,13,3
1879,5,11,5
1880,5,12,4
1881,5,13,2
1882,5,13,4
1883,5,12,3
1884,5,12,3
1885,5,11,3
1886,5,12,3
1887,5,12,4
1888,5,13,4
1889,5,11,5
1890,5,11,5
1891,5,12,3
1892,5,12,3
1893,5,13,4
1894,5,12,3
1895,5,11,4
1896,5,12,3
1897,5,12,4
1898,5,12,4
1899,5,12,4
1900,5,14,3
1901,5,12,3
1902,5,12,3
1903,5,12,3
1904,5,12,3
1905,5,12,3
1906,5,14,4
1907,5,12,3
1908,5,13,5
1909,5,13,3
1910,5,11,4
1911,5,13,3
1912,5,13,3
1913,5,12,3
1914,5,13,3
1915,5,11,4
1916,5,12,4
1917,5,13,3
1918,5,13,4
1919,5,13,4
1920,5,12,4
1921,5,12,4
1922,5,12,4
1923,5,12,4
1924,5,13,3
1925,5,12,3
1926,5,12,3
1927,5,12,4
1928,5,12,3
1929,5,12,4
1930,5,13,4
1931,5,12,4
1932,5,11,4
1933,5,13,4
1934,5,12,4
1935,5,12,3
1936,5,12,5
1937,5,12,4
1938,5,13,4
1939,5,12,4
1940,5,12,4
1941,5,11,4
1942,5,12,4
1943,5,13,4
1944,5,12,3
1945,5,12,5
1946,5,11,4
1947,5,12,3
1948,5,11,4
1949,5,14,4
1950,5,12,3
1951,5,12,4
1952,5,11,3
1953,5,13,2
1954,5,11,4
1955,5,14,4
1956,5,11,4
1957,5,13,3
1958,5,12,4
1959,5,13,3
1960,5,12,4
1961,5,13,3
1962,5,12,3
1963,5,11,3
1964,5,12,5
1965,5,13,3
1966,5,11,4
1967,5,12,5
1968,5,12,4
1969,5,13,3
1970,5,12,4
1971,5,12,3
1972,5,12,4
1973,5,12,5
1974,5,12,3
1975,5,12,4
1976,5,12,3
1977,5,12,3
1978,5,11,4
1979,5,11,4
1980,5,12,3
1981,5,13,5
1982,5,12,5
1983,5,12,3
1984,5,12,3
1985,5,12,3
1986,5,13,2
1987,5,11,4
1988,5,12,3
1989,5,13,3
1990,5,11,4
1991,5,12,3
1992,5,13,3
1993,5,11,3
1994,5,12,4
1995,5,10,4
1996,5,12,3
1997,5,12,3
1998,5,11,5
1999,5,12,3
2000,5,13,4
2001,5,12,3
2002,5,13,3
2003,5,12,3
2004,5,13,4
2005,5,12,4
2006,5,11,5
2007,5,11,5
2008,5,11,5
2009,5,12,4
2010,5,12,5
2011,5,12,4
2012,5,13,3
2013,5,12,4
2014,5,12,3
2015,5,12,4
2016,5,12,3
2017,5,14,3
2018,5,10,5
2019,5,13,3
2020,5,12,4
2021,5,12,4
2022,5,11,4
2023,5,12,4
2024,5,12,3
2025,5,11,5
2026,5,12,4
2027,5,12,4
2028,5,13,4
2029,5,13,3
2030,5,11,3
2031,5,11,3
2032,5,12,3
2033,5,12,3
2034,5,12,4
2035,5,12,4
2036,5,12,4
2037,5,12,4
2038,5,12,7
2039,5,12,3
2040,5,12,4
2041,5,14,5
2042,5,12,4
2043,5,11,4
2044,5,13,4
2045,5,12,3
2046,5,11,4
2047,5,13,4
2048,5,13,3
2049,5,10,5
2050,5,12,3
2051,5,11,5
2052,5,11,4
2053,5,13,4
2054,5,12,3
2055,5,11,3
2056,5,11,4
2057,5,11,4
2058,5,12,5
2059,5,12,4
2060,5,12,4
2061,5,12,3
2062,5,12,4
2063,5,11,5
2064,5,11,4
2065,5,12,3
2066,5,13,3
2067,5,12,3
2068,5,11,5
2069,5,12,3
2070,5,11,4
2071,5,13,4
2072,5,13,2
2073,5,11,4
2074,5,12,4
2075,5,11,4
2076,5,12,4
2077,5,12,3
2078,5,13,4
2079,5,12,3
2080,5,13,3
2081,5,11,4
2082,5,12,4
2083,5,11,4
2084,5,13,4
2085,5,12,4
2086,5,13,4
2087,5,12,3
2088,5,12,4
2089,5,13,3
2090,5,13,4
2091,5,13,8
2092,5,13,4
2093,5,11,6
2094,5,11,3
2095,5,12,3
2096,5,13,4
2097,5,13,3
2098,5,12,3
2099,5,12,3
2100,5,13,5
2101,5,12,4
2102,5,13,4
2103,5,12,4
2104,5,12,3
2105,5,12,4
2106,5,12,4
2107,5,12,3
2108,5,12,3
2109,5,13,4
2110,5,12,4
2111,5,12,4
2112,5,11,4
2113,5,13,3
2114,5,12,4
2115,5,12,5
2116,5,12,3
2117,5,12,3
2118,5,12,4
2119,5,11,4
2120,5,11,5
2121,5,13,4
2122,5,12,4
2123,5,12,4
2124,5,13,3
2125,5,12,3
2126,5,12,4
2127,5,13,3
2128,5,12,4
2129,5,12,5
2130,5,12,5
2131,5,11,4
2132,5,12,4
2133,5,13,3
2134,5,12,3
2135,5,11,4
2136,5,12,3
2137,5,11,3
2138,5,12,4
2139,5,12,6
2140,5,13,4
2141,5,13,3
2142,5,12,3
2143,5,13,4
2144,5,13,4
2145,5,12,5
2146,5,13,4
2147,5,12,4
2148,5,12,3
2149,5,12,4
2150,5,12,21
2151,5,12,3
2152,5,12,4
2153,5,12,3
2154,5,12,3
2155,5,12,4
2156,5,13,3
2157,5,13,3
2158,5,12,3
2159,5,12,4
2160,5,11,9
2161,5,13,3
2162,5,12,5
2163,5,13,4
2164,5,11,4
2165,5,13,3
2166,5,12,4
2167,5,11,4
2168,5,11,4
2169,5,12,4
2170,5,11,4
2171,5,12,4
2172,5,12,4
2173,5,11,4
2174,5,12,2
2175,5,13,4
2176,5,12,3
2177,5,14,4
2178,5,12,4
2179,5,12,4
2180,5,12,4
2181,5,14,5
2182,5,12,4
2183,5,12,3
2184,5,11,4
2185,5,12,3
2186,5,12,3
2187,5,14,5
2188,5,12,4
2189,5,13,4
2190,5,12,3
2191,5,11,4
2192,5,12,2
2193,5,14,4
2194,5,13,3
2195,5,12,3
2196,5,12,5
2197,5,12,3
2198,5,12,4
2199,5,12,3
2200,5,14,4
2201,5,13,4
2202,5,15,3
2203,5,12,4
2204,5,12,4
2205,5,12,5
2206,5,12,4
2207,5,12,4
2208,5,12,3
2209,5,12,3
2210,5,13,3
2211,5,13,5
2212,5,13,3
2213,5,11,5
2214,5,13,3
2215,5,12,4
2216,5,12,4
2217,5,13,4
2218,5,13,2
2219,5,12,3
2220,5,10,5
2221,5,12,3
2222,5,12,3
2223,5,11,3
2224,5,13,3
2225,5,13,3
2226,5,12,3
2227,5,13,5
2228,5,12,4
2229,5,13,3
2230,5,13,4
2231,5,12,4
2232,5,12,3
2233,5,12,3
2234,5,12,3
2235,5,12,4
2236,5,12,5
2237,5,14,4
2238,5,12,4
2239,5,13,3
2240,5,12,4
2241,5,12,3
2242,5,11,4
2243,5,13,3
2244,5,12,3
2245,5,12,4
2246,5,12,5
2247,5,14,4
2248,5,12,6
2249,5,14,3
2250,5,12,4
2251,5,13,3
2252,5,12,3
2253,5,12,4
2254,5,12,4
2255,5,13,3
2256,5,13,3
2257,5,13,3
2258,5,12,4
2259,5,13,4
2260,5,13,4
2261,5,13,4
2262,5,14,4
2263,5,13,3
2264,5,13,4
2265,5,11,3
2266,5,11,4
2267,5,14,5
2268,5,12,4
2269,5,12,4
2270,5,12,4
2271,5,12,4
2272,5,12,4
2273,5,13,4
2274,5,13,3
2275,5,13,4
2276,5,12,4
2277,5,12,5
2278,5,12,3
2279,5,14,3
2280,5,12,3
2281,5,12,3
2282,5,12,4
2283,5,13,5
2284,5,13,4
2285,5,13,3
2286,5,12,4
2287,5,13,3
2288,5,11,8
2289,5,12,3
2290,5,13,4
2291,5,13,4
2292,5,12,4
2293,5,11,5
2294,5,12,3
2295,5,12,3
2296,5,15,5
2297,5,18,3
2298,5,13,4
2299,5,13,4
2300,5,13,3
2301,5,13,3
2302,5,12,4
2303,5,15,4
2304,5,13,4
2305,5,13,4
2306,5,13,5
2307,5,15,4
2308,5,12,5
2309,5,13,3
2310,5,13,4
2311,5,12,3
2312,5,13,3
2313,5,13,4
2314,5,13,3
2315,5,12,5
2316,5,12,5
2317,5,13,4
2318,5,12,3
2319,5,11,3
2320,5,13,3
2321,5,14,3
2322,5,14,4
2323,5,18,6
2324,5,13,3
2325,5,17,10
2326,5,13,3
2327,5,14,4
2328,5,12,4
2329,5,12,3
2330,5,12,3
2331,5,13,4
2332,5,13,3
2333,5,13,4
2334,5,12,4
2335,5,12,3
2336,5,11,3
2337,5,12,3
2338,5,13,4
2339,5,14,4
2340,5,12,5
2341,5,11,5
2342,5,12,4
2343,5,12,3
2344,5,13,3
2345,5,12,4
2346,5,12,3
2347,5,11,4
2348,5,12,4
2349,5,13,4
2350,5,13,4
2351,5,12,3
2352,5,12,4
2353,5,13,4
2354,5,12,4
2355,5,12,4
2356,5,13,3
2357,5,13,3
2358,5,12,5
2359,5,12,4
2360,5,13,4
2361,5,12,4
2362,5,13,3
2363,5,13,4
2364,5,13,3
2365,5,11,5
2366,5,13,4
2367,5,12,4
2368,5,14,4
2369,5,12,3
2370,5,12,4
2371,5,12,4
2372,5,12,4
2373,5,12,3
2374,5,15,4
2375,5,13,4
2376,5,12,4
2377,5,12,3
2378,5,11,3
2379,5,12,5
2380,5,13,4
2381,5,13,4
2382,5,12,3
2383,5,12,3
2384,5,12,4
2385,5,12,4
2386,5,12,4
2387,5,13,3
2388,5,12,4
2389,5,12,4
2390,5,12,3
2391,5,11,5
2392,5,12,2
2393,5,14,3
2394,5,12,4
2395,5,12,4
2396,5,14,4
2397,5,12,4
2398,5,12,3
2399,5,13,3
2400,5,12,3
2401,5,14,3
2402,5,11,5
2403,5,13,3
2404,5,12,4
2405,5,13,4
2406,5,12,3
2407,5,13,4
2408,5,12,4
2409,5,12,4
2410,5,12,3
2411,5,12,4
2412,5,14,3
2413,5,12,4
2414,5,13,3
2415,5,12,3
2416,5,12,3
2417,5,12,4
2418,5,14,3
2419,5,12,4
2420,5,13,4
2421,5,13,3
2422,5,11,5
2423,5,12,4
2424,5,14,3
2425,5,12,3
2426,5,11,4
2427,5,13,3
2428,5,13,3
2429,5,13,4
2430,5,14,3
2431,5,13,4
2432,5,13,3
2433,5,12,3
2434,5,14,4
2435,5,12,4
2436,5,14,4
2437,5,12,3
2438,5,12,4
2439,5,13,4
2440,5,12,3
2441,5,13,4
2442,5,13,3
2443,5,11,3
2444,5,11,5
2445,5,11,4
2446,5,13,4
2447,5,13,4
2448,5,13,4
2449,5,12,3
2450,5,12,3
2451,5,12,4
2452,5,12,5
2453,5,11,5
2454,5,12,4
2455,5,12,3
2456,5,11,5
2457,5,12,3
2458,5,13,4
2459,5,12,5
2460,5,11,4
2461,5,13,3
2462,5,12,5
2463,5,12,4
2464,5,12,4
2465,5,13,3
2466,5,12,4
2467,5,13,4
2468,5,13,3
2469,5,12,4
2470,5,12,3
2471,5,12,4
2472,5,13,4
2473,5,13,10
2474,5,13,3
2475,5,13,4
2476,5,12,4
2477,5,12,5
2478,5,12,4
2479,5,14,3
2480,5,11,4
2481,5,14,4
2482,5,12,3
2483,5,13,4
2484,5,13,6
2485,5,13,4
2486,5,12,3
2487,5,12,3
2488,5,11,4
2489,5,12,2
2490,5,13,4
2491,5,13,3
2492,5,13,4
2493,5,13,3
2494,5,12,4
2495,5,13,4
2496,5,13,4
2497,5,14,3
2498,5,12,3
2499,5,12,5
2500,5,12,5
2501,5,12,4
2502,5,12,4
2503,5,13,3
2504,5,12,4
2505,5,12,4
2506,5,11,3
2507,5,13,3
2508,5,13,4
2509,5,14,4
2510,5,12,4
2511,5,12,4
2512,5,13,4
2513,5,12,3
2514,5,12,4
2515,5,13,3
2516,5,12,3
2517,5,12,4
2518,5,12,3
2519,5,12,4
2520,5,12,5
2521,5,13,4
2522,5,12,5
2523,5,13,3
2524,5,12,3
2525,5,12,3
2526,5,13,3
2527,5,13,5
2528,5,12,4
2529,5,13,3
2530,5,14,3
2531,5,11,4
2532,5,11,5
2533,5,13,4
2534,5,12,4
2535,5,11,3
2536,5,12,3
2537,5,12,4
2538,5,12,3
2539,5,12,3
2540,5,14,3
2541,5,13,3
2542,5,12,3
2543,5,12,4
2544,5,12,4
2545,5,12,3
2546,5,12,4
2547,5,13,4
2548,5,13,4
2549,5,13,3
2550,5,12,4
2551,5,12,3
2552,5,13,5
2553,5,12,3
2554,5,11,3
2555,5,12,3
2556,5,13,2
2557,5,12,3
2558,5,12,5
2559,5,13,4
2560,5,13,4
2561,5,11,5
2562,5,14,3
2563,5,13,3
2564,5,12,4
2565,5,12,4
2566,5,12,4
2567,5,13,3
2568,5,13,4
2569,5,11,4
2570,5,12,4
2571,5,13,3
2572,5,12,4
2573,5,12,4
2574,5,12,3
2575,5,13,3
2576,5,12,4
2577,5,13,3
2578,5,12,4
2579,5,12,3
2580,5,14,3
2581,5,13,3
2582,5,15,4
2583,5,13,2
2584,5,12,4
2585,5,13,3
2586,5,12,4
2587,5,13,4
2588,5,13,4
2589,5,14,2
2590,5,12,3
2591,5,13,3
2592,5,12,4
2593,5,13,3
2594,5,13,3
2595,5,12,6
2596,5,13,3
2597,5,12,4
2598,5,13,4
2599,5,13,4
2600,5,12,4
2601,5,13,5
2602,5,12,4
2603,5,12,4
2604,5,13,4
2605,5,13,4
2606,5,12,4
2607,5,13,5
2608,5,13,3
2609,5,13,2
2610,5,12,4
2611,5,12,3
2612,5,12,4
2613,5,11,5
2614,5,12,4
2615,5,13,9
2616,5,12,3
2617,5,12,4
2618,5,13,3
2619,5,13,4
2620,5,12,4
2621,5,13,4
2622,5,13,4
2623,5,12,3
2624,5,11,4
2625,5,12,4
2626,5,12,4
2627,5,12,3
2628,5,12,3
2629,5,12,3
2630,5,11,3
2631,5,12,4
2632,5,14,4
2633,5,12,4
2634,5,12,3
2635,5,12,5
2636,5,12,3
2637,5,12,3
2638,5,13,4
2639,5,12,4
2640,5,12,3
2641,5,12,3
2642,5,13,4
2643,5,12,4
2644,5,13,3
2645,5,12,4
2646,5,12,5
2647,5,13,3
2648,5,12,4
2649,5,12,3
2650,5,13,5
2651,5,12,4
2652,5,13,3
2653,5,12,4
2654,5,13,4
2655,5,13,3
2656,5,13,4
2657,5,12,3
2658,5,12,4
2659,5,12,4
2660,5,12,3
2661,5,13,3
2662,5,13,5
2663,5,13,3
2664,5,12,4
2665,5,12,3
2666,5,12,4
2667,5,13,3
2668,5,13,4
2669,5,13,4
2670,5,12,4
2671,5,12,4
2672,5,11,5
2673,5,12,4
2674,5,13,4
2675,5,13,4
2676,5,12,3
2677,5,11,6
2678,5,13,3
2679,5,10,6
2680,5,13,3
2681,5,14,3
2682,5,12,3
2683,5,12,4
2684,5,12,4
2685,5,11,4
2686,5,11,4
2687,5,12,4
2688,5,12,4
2689,5,13,3
2690,5,12,3
2691,5,13,3
2692,5,13,2
2693,5,12,3
2694,5,14,4
2695,5,13,4
2696,5,13,4
2697,5,12,4
2698,5,13,5
2699,5,13,3
2700,5,15,4
2701,5,13,4
2702,5,13,4
2703,5,12,4
2704,5,13,4
2705,5,13,4
2706,5,13,4
2707,5,13,4
2708,5,13,5
2709,5,13,4
2710,5,11,4
2711,5,12,4
2712,5,13,4
2713,5,12,3
2714,5,13,4
2715,5,12,3
2716,5,12,4
2717,5,13,4
2718,5,14,4
2719,5,13,3
2720,5,11,4
2721,5,12,3
2722,5,12,5
2723,5,12,5
2724,5,12,4
2725,5,13,6
2726,5,13,4
2727,5,14,3
2728,5,11,4
2729,5,11,4
2730,5,12,4
2731,5,12,3
2732,5,12,4
2733,5,12,3
2734,5,12,5
2735,5,12,5
2736,5,13,3
2737,5,14,3
2738,5,13,4
2739,5,12,4
2740,5,12,4
2741,5,12,3
2742,5,13,3
2743,5,12,4
2744,5,13,3
2745,5,12,3
2746,5,12,4
2747,5,12,3
2748,5,13,4
2749,5,11,3
2750,5,12,3
2751,5,12,4
2752,5,12,5
2753,5,12,5
2754,5,14,4
2755,5,12,4
2756,5,12,4
2757,5,12,4
2758,5,13,4
2759,5,12,4
2760,5,12,5
2761,5,12,4
2762,5,12,4
2763,5,12,4
2764,5,12,5
2765,5,13,3
2766,5,14,4
2767,5,12,4
2768,5,11,4
2769,5,11,4
2770,5,13,4
2771,5,12,4
2772,5,12,4
2773,5,13,3
2774,5,13,3
2775,5,12,4
2776,5,13,4
2777,5,17,7
2778,5,17,3
2779,5,12,3
2780,5,13,4
2781,5,13,4
2782,5,13,4
2783,5,13,4
2784,5,14,4
2785,5,13,4
2786,5,13,5
2787,5,13,3
2788,5,11,6
2789,5,11,5
2790,5,13,3
2791,5,13,3
2792,5,12,4
2793,5,12,4
2794,5,12,3
2795,5,11,5
2796,5,12,4
2797,5,12,4
2798,5,11,5
2799,5,13,4
2800,5,12,4
2801,5,12,4
2802,5,13,4
2803,5,13,3
2804,5,12,5
2805,5,13,3
2806,5,13,3
2807,5,12,4
2808,5,13,5
2809,5,13,3
2810,5,13,3
2811,5,12,3
2812,5,13,4
2813,5,12,3
2814,5,12,3
2815,5,14,3
2816,5,11,5
2817,5,11,5
2818,5,12,4
2819,5,12,4
2820,5,12,4
2821,5,13,2
2822,5,14,4
2823,5,11,4
2824,5,12,4
2825,5,12,4
2826,5,11,4
2827,5,14,4
2828,5,13,4
2829,5,13,3
2830,5,12,3
2831,5,12,3
2832,5,12,3
2833,5,13,4
2834,5,12,4
2835,5,13,4
2836,5,13,4
2837,5,13,4
2838,5,12,4
2839,5,13,5
2840,5,12,4
2841,5,19,4
2842,5,12,4
2843,5,12,4
2844,5,12,4
2845,5,13,3
2846,5,13,3
2847,5,13,4
2848,5,12,3
2849,5,12,4
2850,5,13,3
2851,5,13,4
2852,5,13,4
2853,5,11,4
2854,5,14,4
2855,5,12,4
2856,5,11,4
2857,5,13,4
2858,5,13,3
2859,5,11,5
2860,5,13,3
2861,5,12,4
2862,5,12,4
2863,5,12,4
2864,5,13,4
2865,5,12,3
2866,5,13,4
2867,5,12,4
2868,5,12,4
2869,5,13,4
2870,5,13,4
2871,5,12,4
2872,5,12,3
2873,5,12,3
2874,5,12,4
2875,5,12,4
2876,5,13,4
2877,5,12,3
2878,5,11,4
2879,5,12,3
2880,5,12,3
2881,5,13,3
2882,5,13,4
2883,5,12,4
2884,5,13,3
2885,5,11,5
2886,5,13,5
2887,5,13,4
2888,5,13,4
2889,5,12,3
2890,5,11,4
2891,5,13,3
2892,5,12,3
2893,5,12,3
2894,5,13,4
2895,5,13,3
2896,5,12,3
2897,5,10,5
2898,5,12,4
2899,5,13,3
2900,5,16,3
2901,5,12,4
2902,5,12,4
2903,5,13,4
2904,5,13,8
2905,5,13,2
2906,5,15,3
2907,5,13,3
2908,5,12,4
2909,5,12,5
2910,5,12,5
2911,5,12,4
2912,5,13,3
2913,5,11,3
2914,5,13,4
2915,5,12,4
2916,5,12,3
2917,5,12,4
2918,5,12,3
2919,5,12,3
2920,5,13,3
2921,5,13,5
2922,5,11,4
2923,5,13,4
2924,5,12,3
2925,5,14,2
2926,5,14,3
2927,5,13,4
2928,5,12,4
2929,5,11,4
2930,5,13,3
2931,5,14,3
2932,5,13,4
2933,5,13,2
2934,5,14,4
2935,5,12,3
2936,5,12,3
2937,5,14,4
2938,5,13,3
2939,5,13,4
2940,5,13,3
2941,5,13,3
2942,5,12,4
2943,5,14,3
2944,5,12,4
2945,5,12,3
2946,5,12,4
2947,5,13,4
2948,5,13,4
2949,5,12,5
